internal_tx_id,amount,date,customer_id,location_id
INT_TX_012007,233.24,2024-08-04,CUST_087,LOC_017
INT_TX_012008,245.94,2024-08-06,CUST_043,LOC_009
INT_TX_012009,103.06,2024-08-05,CUST_020,LOC_006
INT_TX_012010,51.83,2024-08-01,CUST_054,LOC_007
INT_TX_012011,171.56,2024-08-02,CUST_030,LOC_009
INT_TX_012012,483.2,2024-08-01,CUST_096,LOC_006
INT_TX_012013,324.69,2024-08-01,CUST_028,LOC_011
INT_TX_012014,99.02,2024-08-05,CUST_057,LOC_019
INT_TX_012015,82.76,2024-08-06,CUST_089,LOC_017
INT_TX_012016,217.2,2024-08-07,CUST_061,LOC_008
INT_TX_012017,452.76,2024-08-07,CUST_086,LOC_020
INT_TX_012018,470.95,2024-08-06,CUST_075,LOC_007
INT_TX_012019,101.99,2024-08-06,CUST_056,LOC_010
INT_TX_012020,144.34,2024-08-07,CUST_037,LOC_018
INT_TX_012021,345.3,2024-08-06,CUST_067,LOC_001
INT_TX_012022,331.64,2024-08-05,CUST_026,LOC_015
INT_TX_012023,256.68,2024-08-07,CUST_002,LOC_007
INT_TX_012024,103.99,2024-08-07,CUST_010,LOC_016
INT_TX_012025,288.57,2024-08-06,CUST_060,LOC_006
INT_TX_012026,345.0,2024-08-03,CUST_069,LOC_016
INT_TX_012027,310.51,2024-08-03,CUST_057,LOC_002
INT_TX_012028,180.48,2024-08-06,CUST_080,LOC_015
INT_TX_012029,157.11,2024-08-04,CUST_032,LOC_008
INT_TX_012030,471.95,2024-08-07,CUST_084,LOC_006
INT_TX_012031,258.78,2024-08-04,CUST_080,LOC_018
INT_TX_012032,321.1,2024-08-03,CUST_006,LOC_012
INT_TX_012033,348.75,2024-08-05,CUST_098,LOC_002
INT_TX_012034,186.01,2024-08-07,CUST_020,LOC_013
INT_TX_012035,209.39,2024-08-01,CUST_019,LOC_017
INT_TX_012036,496.04,2024-08-02,CUST_038,LOC_008
INT_TX_012037,116.92,2024-08-02,CUST_096,LOC_001
INT_TX_012038,386.21,2024-08-06,CUST_006,LOC_004
INT_TX_012039,128.45,2024-08-04,CUST_067,LOC_008
INT_TX_012040,381.9,2024-08-01,CUST_050,LOC_020
INT_TX_012041,158.3,2024-08-03,CUST_023,LOC_010
INT_TX_012042,311.45,2024-08-03,CUST_046,LOC_019
INT_TX_012043,242.39,2024-08-07,CUST_014,LOC_010
INT_TX_012044,91.38,2024-08-03,CUST_060,LOC_008
INT_TX_012045,444.23,2024-08-01,CUST_009,LOC_006
INT_TX_012046,399.64,2024-08-03,CUST_084,LOC_010
INT_TX_012047,141.79,2024-08-03,CUST_004,LOC_006
INT_TX_012048,152.62,2024-08-05,CUST_068,LOC_001
INT_TX_012049,421.97,2024-08-04,CUST_096,LOC_003
INT_TX_012050,455.84,2024-08-03,CUST_056,LOC_020
INT_TX_012051,407.32,2024-08-04,CUST_093,LOC_004
INT_TX_012052,381.33,2024-08-06,CUST_002,LOC_012
INT_TX_012053,263.0,2024-08-06,CUST_048,LOC_012
INT_TX_012054,162.54,2024-08-02,CUST_059,LOC_016
INT_TX_012055,491.78,2024-08-01,CUST_023,LOC_008
INT_TX_012056,154.67,2024-08-04,CUST_057,LOC_001
INT_TX_012057,174.33,2024-08-02,CUST_098,LOC_007
INT_TX_012058,271.47,2024-08-03,CUST_011,LOC_019
INT_TX_012059,314.01,2024-08-07,CUST_046,LOC_012
INT_TX_012060,377.46,2024-08-04,CUST_077,LOC_001
INT_TX_012061,434.18,2024-08-03,CUST_015,LOC_002
INT_TX_012062,252.12,2024-08-04,CUST_069,LOC_005
INT_TX_012063,52.0,2024-08-03,CUST_070,LOC_004
INT_TX_012064,308.07,2024-08-01,CUST_071,LOC_001
INT_TX_012065,111.43,2024-08-01,CUST_091,LOC_014
INT_TX_012066,388.66,2024-08-01,CUST_027,LOC_016
INT_TX_012067,281.45,2024-08-01,CUST_067,LOC_010
INT_TX_012068,56.47,2024-08-01,CUST_070,LOC_009
INT_TX_012069,140.41,2024-08-07,CUST_100,LOC_002
INT_TX_012070,236.11,2024-08-02,CUST_006,LOC_006
INT_TX_012071,195.08,2024-08-05,CUST_082,LOC_019
INT_TX_012072,138.91,2024-08-05,CUST_067,LOC_007
INT_TX_012073,345.64,2024-08-01,CUST_097,LOC_017
INT_TX_012074,387.79,2024-08-05,CUST_001,LOC_003
INT_TX_012075,252.05,2024-08-04,CUST_003,LOC_008
INT_TX_012076,493.38,2024-08-07,CUST_003,LOC_015
INT_TX_012077,426.53,2024-08-05,CUST_048,LOC_003
INT_TX_012078,68.11,2024-08-02,CUST_029,LOC_016
INT_TX_012079,188.8,2024-08-06,CUST_016,LOC_019
INT_TX_012080,283.19,2024-08-03,CUST_098,LOC_005
INT_TX_012081,448.36,2024-08-02,CUST_075,LOC_020
INT_TX_012082,258.64,2024-08-05,CUST_092,LOC_020
INT_TX_012083,128.15,2024-08-06,CUST_060,LOC_010
INT_TX_012084,103.33,2024-08-01,CUST_027,LOC_018
INT_TX_012085,66.31,2024-08-01,CUST_029,LOC_019
INT_TX_012086,204.86,2024-08-02,CUST_026,LOC_004
INT_TX_012087,72.56,2024-08-04,CUST_068,LOC_009
INT_TX_012088,433.64,2024-08-03,CUST_057,LOC_006
INT_TX_012089,427.14,2024-08-04,CUST_096,LOC_013
INT_TX_012090,386.28,2024-08-04,CUST_075,LOC_017
INT_TX_012091,185.01,2024-08-03,CUST_068,LOC_003
INT_TX_012092,296.14,2024-08-06,CUST_023,LOC_002
INT_TX_012093,274.97,2024-08-02,CUST_091,LOC_010
INT_TX_012094,258.5,2024-08-06,CUST_036,LOC_019
INT_TX_012095,279.83,2024-08-06,CUST_083,LOC_019
INT_TX_012096,499.83,2024-08-04,CUST_007,LOC_013
INT_TX_012097,349.38,2024-08-07,CUST_038,LOC_015
INT_TX_012098,84.5,2024-08-07,CUST_071,LOC_017
INT_TX_012099,160.73,2024-08-03,CUST_028,LOC_013
INT_TX_012100,57.2,2024-08-04,CUST_036,LOC_003
INT_TX_012101,176.25,2024-08-05,CUST_009,LOC_020
INT_TX_012102,163.76,2024-08-06,CUST_026,LOC_004
INT_TX_012103,118.35,2024-08-06,CUST_014,LOC_010
INT_TX_012104,285.9,2024-08-05,CUST_056,LOC_002
INT_TX_012105,314.73,2024-08-04,CUST_008,LOC_018
INT_TX_012106,148.33,2024-08-03,CUST_099,LOC_002
INT_TX_012107,207.95,2024-08-01,CUST_041,LOC_020
INT_TX_012108,67.79,2024-08-03,CUST_091,LOC_015
INT_TX_012109,244.5,2024-08-02,CUST_073,LOC_013
INT_TX_012110,233.66,2024-08-06,CUST_074,LOC_015
INT_TX_012111,417.13,2024-08-06,CUST_060,LOC_013
INT_TX_012112,201.18,2024-08-07,CUST_036,LOC_004
INT_TX_012113,322.87,2024-08-05,CUST_081,LOC_004
INT_TX_012114,331.29,2024-08-06,CUST_044,LOC_019
INT_TX_012115,339.8,2024-08-07,CUST_073,LOC_009
INT_TX_012116,114.31,2024-08-01,CUST_046,LOC_013
INT_TX_012117,131.25,2024-08-06,CUST_012,LOC_003
INT_TX_012118,335.53,2024-08-07,CUST_025,LOC_010
INT_TX_012119,67.03,2024-08-02,CUST_045,LOC_006
INT_TX_012120,90.53,2024-08-07,CUST_083,LOC_008
INT_TX_012121,106.53,2024-08-06,CUST_025,LOC_015
INT_TX_012122,61.77,2024-08-07,CUST_027,LOC_005
INT_TX_012123,458.58,2024-08-03,CUST_055,LOC_001
INT_TX_012124,376.56,2024-08-01,CUST_004,LOC_014
INT_TX_012125,289.1,2024-08-03,CUST_046,LOC_015
INT_TX_012126,487.19,2024-08-04,CUST_035,LOC_001
INT_TX_012127,190.48,2024-08-05,CUST_029,LOC_006
INT_TX_012128,188.53,2024-08-04,CUST_010,LOC_018
INT_TX_012129,396.62,2024-08-02,CUST_041,LOC_003
INT_TX_012130,471.58,2024-08-01,CUST_006,LOC_007
INT_TX_012131,135.45,2024-08-02,CUST_022,LOC_019
INT_TX_012132,82.84,2024-08-03,CUST_013,LOC_019
INT_TX_012133,207.77,2024-08-05,CUST_040,LOC_006
INT_TX_012134,429.38,2024-08-01,CUST_002,LOC_017
INT_TX_012135,106.22,2024-08-04,CUST_096,LOC_002
INT_TX_012136,142.35,2024-08-03,CUST_018,LOC_003
INT_TX_012137,368.09,2024-08-01,CUST_021,LOC_017
INT_TX_012138,74.01,2024-08-06,CUST_005,LOC_016
INT_TX_012139,204.37,2024-08-04,CUST_013,LOC_011
INT_TX_012140,131.26,2024-08-02,CUST_026,LOC_013
INT_TX_012141,378.25,2024-08-07,CUST_090,LOC_010
INT_TX_012142,88.08,2024-08-06,CUST_036,LOC_011
INT_TX_012143,297.23,2024-08-02,CUST_041,LOC_019
INT_TX_012144,470.84,2024-08-06,CUST_094,LOC_007
INT_TX_012145,346.95,2024-08-02,CUST_056,LOC_008
INT_TX_012146,138.79,2024-08-07,CUST_098,LOC_009
INT_TX_012147,308.86,2024-08-02,CUST_030,LOC_018
INT_TX_012148,295.05,2024-08-04,CUST_095,LOC_019
INT_TX_012149,317.7,2024-08-03,CUST_037,LOC_003
INT_TX_012150,190.62,2024-08-04,CUST_016,LOC_004
INT_TX_012151,320.47,2024-08-01,CUST_095,LOC_004
INT_TX_012152,167.8,2024-08-07,CUST_088,LOC_020
INT_TX_012153,78.22,2024-08-03,CUST_085,LOC_001
INT_TX_012154,166.04,2024-08-05,CUST_075,LOC_005
INT_TX_012155,382.27,2024-08-07,CUST_053,LOC_016
INT_TX_012156,228.64,2024-08-02,CUST_018,LOC_019
INT_TX_012157,82.43,2024-08-01,CUST_025,LOC_017
INT_TX_012158,261.92,2024-08-01,CUST_043,LOC_006
INT_TX_012159,484.25,2024-08-01,CUST_040,LOC_009
INT_TX_012160,180.07,2024-08-07,CUST_091,LOC_002
INT_TX_012161,419.09,2024-08-06,CUST_088,LOC_019
INT_TX_012162,68.39,2024-08-07,CUST_015,LOC_015
INT_TX_012163,155.62,2024-08-02,CUST_060,LOC_010
INT_TX_012164,283.9,2024-08-02,CUST_091,LOC_019
INT_TX_012165,139.53,2024-08-07,CUST_092,LOC_015
INT_TX_012166,216.86,2024-08-01,CUST_043,LOC_017
INT_TX_012167,226.06,2024-08-03,CUST_054,LOC_010
INT_TX_012168,447.82,2024-08-04,CUST_016,LOC_019
INT_TX_012169,276.69,2024-08-02,CUST_019,LOC_012
INT_TX_012170,249.42,2024-08-07,CUST_048,LOC_008
INT_TX_012171,418.8,2024-08-06,CUST_064,LOC_002
INT_TX_012172,413.44,2024-08-05,CUST_027,LOC_016
INT_TX_012173,164.92,2024-08-02,CUST_081,LOC_004
INT_TX_012174,86.43,2024-08-02,CUST_098,LOC_019
INT_TX_012175,467.38,2024-08-02,CUST_014,LOC_010
INT_TX_012176,181.93,2024-08-03,CUST_029,LOC_006
INT_TX_012177,450.68,2024-08-01,CUST_092,LOC_001
INT_TX_012178,137.83,2024-08-07,CUST_002,LOC_016
INT_TX_012179,469.94,2024-08-07,CUST_051,LOC_014
INT_TX_012180,198.55,2024-08-06,CUST_090,LOC_017
INT_TX_012181,287.3,2024-08-05,CUST_031,LOC_020
INT_TX_012182,53.71,2024-08-06,CUST_043,LOC_019
INT_TX_012183,449.91,2024-08-05,CUST_003,LOC_011
INT_TX_012184,172.39,2024-08-01,CUST_068,LOC_004
INT_TX_012185,163.66,2024-08-01,CUST_079,LOC_013
INT_TX_012186,299.6,2024-08-05,CUST_076,LOC_005
INT_TX_012187,248.74,2024-08-01,CUST_006,LOC_018
INT_TX_012188,389.73,2024-08-07,CUST_009,LOC_015
INT_TX_012189,419.46,2024-08-04,CUST_065,LOC_018
INT_TX_012190,262.24,2024-08-05,CUST_033,LOC_008
INT_TX_012191,70.02,2024-08-06,CUST_001,LOC_017
INT_TX_012192,465.38,2024-08-06,CUST_024,LOC_010
INT_TX_012193,398.73,2024-08-04,CUST_017,LOC_006
INT_TX_012194,384.96,2024-08-07,CUST_038,LOC_017
INT_TX_012195,133.85,2024-08-06,CUST_028,LOC_018
INT_TX_012196,410.91,2024-08-04,CUST_005,LOC_003
INT_TX_012197,398.65,2024-08-03,CUST_007,LOC_013
INT_TX_012198,178.76,2024-08-05,CUST_088,LOC_015
INT_TX_012199,225.11,2024-08-04,CUST_045,LOC_006
INT_TX_012200,113.06,2024-08-07,CUST_019,LOC_009
INT_TX_012201,449.26,2024-08-06,CUST_019,LOC_009
INT_TX_012202,455.52,2024-08-02,CUST_029,LOC_015
INT_TX_012203,493.29,2024-08-07,CUST_050,LOC_002
INT_TX_012204,180.94,2024-08-04,CUST_038,LOC_010
INT_TX_012205,194.54,2024-08-02,CUST_045,LOC_014
INT_TX_012206,127.51,2024-08-05,CUST_093,LOC_012
INT_TX_012207,256.17,2024-08-05,CUST_074,LOC_002
INT_TX_012208,236.17,2024-08-05,CUST_002,LOC_017
INT_TX_012209,322.36,2024-08-06,CUST_067,LOC_003
INT_TX_012210,217.58,2024-08-04,CUST_096,LOC_005
INT_TX_012211,252.98,2024-08-05,CUST_078,LOC_011
INT_TX_012212,371.69,2024-08-02,CUST_067,LOC_017
INT_TX_012213,304.45,2024-08-01,CUST_045,LOC_007
INT_TX_012214,407.99,2024-08-01,CUST_081,LOC_017
INT_TX_012215,100.02,2024-08-02,CUST_039,LOC_008
INT_TX_012216,200.51,2024-08-03,CUST_005,LOC_002
INT_TX_012217,224.11,2024-08-06,CUST_036,LOC_019
INT_TX_012218,65.2,2024-08-07,CUST_042,LOC_013
INT_TX_012219,191.58,2024-08-02,CUST_025,LOC_019
INT_TX_012220,337.28,2024-08-07,CUST_040,LOC_013
INT_TX_012221,438.29,2024-08-05,CUST_093,LOC_009
INT_TX_012222,234.8,2024-08-06,CUST_051,LOC_018
INT_TX_012223,173.0,2024-08-02,CUST_031,LOC_015
INT_TX_012224,434.94,2024-08-06,CUST_027,LOC_003
INT_TX_012225,262.24,2024-08-02,CUST_099,LOC_002
INT_TX_012226,74.4,2024-08-07,CUST_083,LOC_007
INT_TX_012227,59.18,2024-08-01,CUST_030,LOC_015
INT_TX_012228,486.73,2024-08-06,CUST_093,LOC_014
INT_TX_012229,145.06,2024-08-03,CUST_068,LOC_019
INT_TX_012230,317.9,2024-08-02,CUST_034,LOC_004
INT_TX_012231,362.25,2024-08-06,CUST_001,LOC_008
INT_TX_012232,177.89,2024-08-05,CUST_037,LOC_004
INT_TX_012233,487.64,2024-08-02,CUST_008,LOC_006
INT_TX_012234,288.75,2024-08-07,CUST_076,LOC_019
INT_TX_012235,72.23,2024-08-07,CUST_007,LOC_005
INT_TX_012236,146.61,2024-08-04,CUST_033,LOC_018
INT_TX_012237,205.19,2024-08-07,CUST_093,LOC_019
INT_TX_012238,479.33,2024-08-03,CUST_053,LOC_004
INT_TX_012239,242.91,2024-08-02,CUST_088,LOC_010
INT_TX_012240,431.17,2024-08-05,CUST_096,LOC_008
INT_TX_012241,98.05,2024-08-05,CUST_038,LOC_015
INT_TX_012242,87.54,2024-08-03,CUST_047,LOC_001
INT_TX_012243,107.12,2024-08-03,CUST_098,LOC_009
INT_TX_012244,121.0,2024-08-01,CUST_032,LOC_012
INT_TX_012245,100.57,2024-08-01,CUST_051,LOC_009
INT_TX_012246,464.62,2024-08-04,CUST_077,LOC_007
INT_TX_012247,395.95,2024-08-06,CUST_086,LOC_006
INT_TX_012248,335.46,2024-08-07,CUST_053,LOC_011
INT_TX_012249,439.18,2024-08-03,CUST_028,LOC_015
INT_TX_012250,219.68,2024-08-02,CUST_055,LOC_018
INT_TX_012251,253.9,2024-08-07,CUST_002,LOC_009
INT_TX_012252,335.5,2024-08-06,CUST_015,LOC_004
INT_TX_012253,472.68,2024-08-01,CUST_089,LOC_018
INT_TX_012254,279.64,2024-08-01,CUST_020,LOC_004
INT_TX_012255,284.91,2024-08-04,CUST_066,LOC_001
INT_TX_012256,100.64,2024-08-05,CUST_009,LOC_020
INT_TX_012257,475.49,2024-08-06,CUST_076,LOC_010
INT_TX_012258,226.5,2024-08-05,CUST_048,LOC_006
INT_TX_012259,494.72,2024-08-01,CUST_098,LOC_007
INT_TX_012260,207.21,2024-08-05,CUST_048,LOC_003
INT_TX_012261,150.68,2024-08-01,CUST_047,LOC_004
INT_TX_012262,106.55,2024-08-03,CUST_073,LOC_002
INT_TX_012263,124.95,2024-08-05,CUST_026,LOC_020
INT_TX_012264,415.49,2024-08-06,CUST_082,LOC_017
INT_TX_012265,453.58,2024-08-07,CUST_027,LOC_007
INT_TX_012266,116.05,2024-08-07,CUST_019,LOC_005
INT_TX_012267,239.42,2024-08-07,CUST_021,LOC_006
INT_TX_012268,401.88,2024-08-01,CUST_041,LOC_007
INT_TX_012269,211.59,2024-08-07,CUST_065,LOC_005
INT_TX_012270,348.09,2024-08-07,CUST_078,LOC_017
INT_TX_012271,481.42,2024-08-03,CUST_052,LOC_010
INT_TX_012272,434.02,2024-08-06,CUST_069,LOC_003
INT_TX_012273,325.56,2024-08-06,CUST_010,LOC_015
INT_TX_012274,347.13,2024-08-04,CUST_038,LOC_017
INT_TX_012275,201.78,2024-08-01,CUST_045,LOC_006
INT_TX_012276,464.24,2024-08-02,CUST_076,LOC_006
INT_TX_012277,90.63,2024-08-05,CUST_025,LOC_020
INT_TX_012278,241.87,2024-08-07,CUST_037,LOC_014
INT_TX_012279,407.69,2024-08-04,CUST_006,LOC_013
INT_TX_012280,102.87,2024-08-05,CUST_071,LOC_013
INT_TX_012281,216.57,2024-08-05,CUST_009,LOC_015
INT_TX_012282,196.48,2024-08-01,CUST_043,LOC_012
INT_TX_012283,213.71,2024-08-03,CUST_011,LOC_004
INT_TX_012284,66.11,2024-08-07,CUST_027,LOC_017
INT_TX_012285,331.95,2024-08-07,CUST_018,LOC_007
INT_TX_012286,401.18,2024-08-01,CUST_024,LOC_002
INT_TX_012287,180.76,2024-08-06,CUST_083,LOC_005
INT_TX_012288,394.91,2024-08-06,CUST_075,LOC_001
INT_TX_012289,108.51,2024-08-01,CUST_083,LOC_005
INT_TX_012290,265.47,2024-08-01,CUST_066,LOC_005
INT_TX_012291,412.94,2024-08-05,CUST_051,LOC_015
INT_TX_012292,488.77,2024-08-04,CUST_081,LOC_014
INT_TX_012293,154.8,2024-08-07,CUST_031,LOC_006
INT_TX_012294,491.52,2024-08-03,CUST_042,LOC_006
INT_TX_012295,246.28,2024-08-02,CUST_007,LOC_012
INT_TX_012296,190.69,2024-08-06,CUST_069,LOC_014
INT_TX_012297,93.73,2024-08-02,CUST_009,LOC_005
INT_TX_012298,460.15,2024-08-01,CUST_005,LOC_007
INT_TX_012299,265.63,2024-08-05,CUST_044,LOC_020
INT_TX_012300,330.03,2024-08-07,CUST_055,LOC_004
INT_TX_012301,103.63,2024-08-05,CUST_023,LOC_014
INT_TX_012302,290.74,2024-08-05,CUST_033,LOC_003
INT_TX_012303,190.27,2024-08-01,CUST_063,LOC_008
INT_TX_012304,240.2,2024-08-05,CUST_065,LOC_014
INT_TX_012305,472.92,2024-08-02,CUST_017,LOC_014
INT_TX_012306,299.47,2024-08-02,CUST_099,LOC_014
INT_TX_012307,186.91,2024-08-07,CUST_043,LOC_009
INT_TX_012308,453.57,2024-08-04,CUST_098,LOC_019
INT_TX_012309,489.71,2024-08-06,CUST_028,LOC_018
INT_TX_012310,384.85,2024-08-03,CUST_056,LOC_001
INT_TX_012311,67.47,2024-08-04,CUST_067,LOC_010
INT_TX_012312,368.36,2024-08-06,CUST_068,LOC_012
INT_TX_012313,299.44,2024-08-03,CUST_013,LOC_006
INT_TX_012314,223.25,2024-08-04,CUST_087,LOC_005
INT_TX_012315,492.65,2024-08-06,CUST_045,LOC_018
INT_TX_012316,413.11,2024-08-06,CUST_088,LOC_009
INT_TX_012317,301.24,2024-08-05,CUST_061,LOC_020
INT_TX_012318,102.08,2024-08-02,CUST_096,LOC_010
INT_TX_012319,244.03,2024-08-04,CUST_067,LOC_002
INT_TX_012320,52.06,2024-08-06,CUST_012,LOC_005
INT_TX_012321,458.03,2024-08-03,CUST_041,LOC_014
INT_TX_012322,126.85,2024-08-05,CUST_081,LOC_002
INT_TX_012323,482.91,2024-08-05,CUST_081,LOC_001
INT_TX_012324,76.65,2024-08-06,CUST_061,LOC_015
INT_TX_012325,373.11,2024-08-05,CUST_005,LOC_012
INT_TX_012326,373.48,2024-08-07,CUST_009,LOC_020
INT_TX_012327,281.56,2024-08-07,CUST_025,LOC_013
INT_TX_012328,357.7,2024-08-01,CUST_061,LOC_015
INT_TX_012329,125.32,2024-08-02,CUST_053,LOC_001
INT_TX_012330,154.59,2024-08-06,CUST_048,LOC_012
INT_TX_012331,163.51,2024-08-03,CUST_046,LOC_006
INT_TX_012332,388.21,2024-08-07,CUST_086,LOC_002
INT_TX_012333,226.84,2024-08-01,CUST_057,LOC_008
INT_TX_012334,320.5,2024-08-02,CUST_034,LOC_008
INT_TX_012335,137.79,2024-08-04,CUST_083,LOC_006
INT_TX_012336,276.54,2024-08-05,CUST_035,LOC_009
INT_TX_012337,322.76,2024-08-02,CUST_020,LOC_005
INT_TX_012338,205.24,2024-08-07,CUST_053,LOC_006
INT_TX_012339,459.01,2024-08-01,CUST_016,LOC_005
INT_TX_012340,439.78,2024-08-07,CUST_046,LOC_014
INT_TX_012341,180.22,2024-08-02,CUST_018,LOC_011
INT_TX_012342,79.22,2024-08-02,CUST_041,LOC_010
INT_TX_012343,319.49,2024-08-04,CUST_002,LOC_009
INT_TX_012344,229.27,2024-08-06,CUST_018,LOC_017
INT_TX_012345,148.15,2024-08-06,CUST_019,LOC_015
INT_TX_012346,395.11,2024-08-01,CUST_091,LOC_013
INT_TX_012347,307.27,2024-08-02,CUST_011,LOC_017
INT_TX_012348,417.27,2024-08-04,CUST_094,LOC_006
INT_TX_012349,389.73,2024-08-07,CUST_065,LOC_015
INT_TX_012350,436.85,2024-08-04,CUST_041,LOC_007
INT_TX_012351,470.19,2024-08-05,CUST_041,LOC_014
INT_TX_012352,323.7,2024-08-01,CUST_041,LOC_019
INT_TX_012353,230.29,2024-08-03,CUST_059,LOC_004
INT_TX_012354,62.55,2024-08-02,CUST_036,LOC_017
INT_TX_012355,309.26,2024-08-03,CUST_031,LOC_014
INT_TX_012356,163.99,2024-08-05,CUST_012,LOC_014
INT_TX_012357,69.81,2024-08-01,CUST_035,LOC_011
INT_TX_012358,84.93,2024-08-01,CUST_027,LOC_016
INT_TX_012359,239.86,2024-08-03,CUST_079,LOC_010
INT_TX_012360,243.34,2024-08-04,CUST_018,LOC_002
INT_TX_012361,393.14,2024-08-01,CUST_013,LOC_005
INT_TX_012362,87.32,2024-08-01,CUST_010,LOC_009
INT_TX_012363,221.11,2024-08-07,CUST_002,LOC_001
INT_TX_012364,275.84,2024-08-06,CUST_072,LOC_008
INT_TX_012365,96.13,2024-08-02,CUST_065,LOC_003
INT_TX_012366,269.8,2024-08-04,CUST_078,LOC_006
INT_TX_012367,154.43,2024-08-06,CUST_076,LOC_005
INT_TX_012368,111.05,2024-08-02,CUST_042,LOC_017
INT_TX_012369,85.0,2024-08-02,CUST_008,LOC_003
INT_TX_012370,126.74,2024-08-02,CUST_070,LOC_011
INT_TX_012371,497.83,2024-08-01,CUST_086,LOC_012
INT_TX_012372,143.25,2024-08-02,CUST_011,LOC_009
INT_TX_012373,459.0,2024-08-04,CUST_099,LOC_010
INT_TX_012374,490.67,2024-08-02,CUST_038,LOC_007
INT_TX_012375,209.43,2024-08-01,CUST_074,LOC_003
INT_TX_012376,440.62,2024-08-02,CUST_056,LOC_010
INT_TX_012377,353.06,2024-08-06,CUST_062,LOC_003
INT_TX_012378,476.42,2024-08-06,CUST_019,LOC_001
INT_TX_012379,117.89,2024-08-07,CUST_043,LOC_009
INT_TX_012380,86.96,2024-08-07,CUST_099,LOC_017
INT_TX_012381,223.49,2024-08-06,CUST_015,LOC_002
INT_TX_012382,490.41,2024-08-02,CUST_083,LOC_002
INT_TX_012383,197.83,2024-08-07,CUST_060,LOC_006
INT_TX_012384,302.6,2024-08-03,CUST_088,LOC_009
INT_TX_012385,236.24,2024-08-04,CUST_010,LOC_006
INT_TX_012386,279.99,2024-08-01,CUST_065,LOC_002
INT_TX_012387,478.72,2024-08-04,CUST_047,LOC_018
INT_TX_012388,229.17,2024-08-02,CUST_007,LOC_012
INT_TX_012389,309.63,2024-08-04,CUST_056,LOC_019
INT_TX_012390,283.1,2024-08-01,CUST_018,LOC_009
INT_TX_012391,422.92,2024-08-05,CUST_075,LOC_017
INT_TX_012392,476.02,2024-08-01,CUST_082,LOC_007
INT_TX_012393,325.83,2024-08-04,CUST_017,LOC_002
INT_TX_012394,218.84,2024-08-03,CUST_059,LOC_017
INT_TX_012395,311.0,2024-08-06,CUST_010,LOC_019
INT_TX_012396,456.43,2024-08-04,CUST_092,LOC_002
INT_TX_012397,120.06,2024-08-06,CUST_023,LOC_008
INT_TX_012398,86.79,2024-08-04,CUST_032,LOC_001
INT_TX_012399,291.09,2024-08-04,CUST_081,LOC_014
INT_TX_012400,237.07,2024-08-04,CUST_058,LOC_006
INT_TX_012401,471.96,2024-08-05,CUST_027,LOC_014
INT_TX_012402,259.65,2024-08-07,CUST_028,LOC_002
INT_TX_012403,394.5,2024-08-02,CUST_058,LOC_007
INT_TX_012404,181.06,2024-08-03,CUST_040,LOC_012
INT_TX_012405,183.07,2024-08-06,CUST_039,LOC_015
INT_TX_012406,368.56,2024-08-05,CUST_085,LOC_010
INT_TX_012407,334.07,2024-08-05,CUST_057,LOC_017
INT_TX_012408,113.53,2024-08-06,CUST_092,LOC_019
INT_TX_012409,205.43,2024-08-01,CUST_015,LOC_012
INT_TX_012410,443.56,2024-08-02,CUST_091,LOC_006
INT_TX_012411,264.48,2024-08-05,CUST_097,LOC_005
INT_TX_012412,336.36,2024-08-05,CUST_041,LOC_019
INT_TX_012413,160.25,2024-08-02,CUST_094,LOC_015
INT_TX_012414,442.5,2024-08-06,CUST_053,LOC_008
INT_TX_012415,128.49,2024-08-05,CUST_081,LOC_005
INT_TX_012416,124.03,2024-08-04,CUST_072,LOC_009
INT_TX_012417,255.94,2024-08-01,CUST_051,LOC_006
INT_TX_012418,279.55,2024-08-07,CUST_042,LOC_009
INT_TX_012419,173.69,2024-08-06,CUST_003,LOC_016
INT_TX_012420,329.29,2024-08-06,CUST_095,LOC_007
INT_TX_012421,420.62,2024-08-02,CUST_024,LOC_013
INT_TX_012422,472.71,2024-08-07,CUST_013,LOC_007
INT_TX_012423,312.5,2024-08-06,CUST_092,LOC_015
INT_TX_012424,174.18,2024-08-02,CUST_084,LOC_003
INT_TX_012425,94.19,2024-08-06,CUST_062,LOC_018
INT_TX_012426,103.89,2024-08-06,CUST_013,LOC_005
INT_TX_012427,54.99,2024-08-02,CUST_056,LOC_020
INT_TX_012428,473.31,2024-08-03,CUST_095,LOC_018
INT_TX_012429,79.8,2024-08-05,CUST_009,LOC_020
INT_TX_012430,352.04,2024-08-07,CUST_020,LOC_011
INT_TX_012431,434.67,2024-08-05,CUST_067,LOC_002
INT_TX_012432,245.78,2024-08-05,CUST_060,LOC_008
INT_TX_012433,386.23,2024-08-06,CUST_026,LOC_004
INT_TX_012434,430.8,2024-08-07,CUST_065,LOC_020
INT_TX_012435,108.39,2024-08-04,CUST_058,LOC_020
INT_TX_012436,179.71,2024-08-01,CUST_011,LOC_011
INT_TX_012437,434.37,2024-08-02,CUST_052,LOC_005
INT_TX_012438,493.83,2024-08-02,CUST_004,LOC_010
INT_TX_012439,468.2,2024-08-03,CUST_020,LOC_007
INT_TX_012440,477.68,2024-08-02,CUST_064,LOC_014
INT_TX_012441,285.29,2024-08-01,CUST_083,LOC_010
INT_TX_012442,243.13,2024-08-01,CUST_025,LOC_005
